#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
   4427      3.98e+00    4.20e+00      1.42e-02    1.49e-02      1.26e-01    1.33e-01    1.0e-03
   4446      3.72e+00    4.23e+00      3.23e-02    3.18e-02      1.18e-01    1.34e-01    1.0e-03
   4465      4.26e+00    4.24e+00      1.36e-02    1.20e-02      1.35e-01    1.34e-01    1.0e-03
   4484      3.58e+00    4.01e+00      4.33e-03    3.98e-03      1.13e-01    1.27e-01    1.0e-03
   4503      3.97e+00    4.04e+00      2.35e-02    2.45e-02      1.26e-01    1.28e-01    1.0e-03
   4522      4.31e+00    4.33e+00      3.18e-02    3.10e-02      1.36e-01    1.37e-01    1.0e-03
   4541      3.39e+00    4.19e+00      4.26e-03    2.84e-03      1.07e-01    1.33e-01    1.0e-03
   4560      3.95e+00    4.00e+00      1.70e-02    1.67e-02      1.25e-01    1.27e-01    1.0e-03
   4579      4.74e+00    3.97e+00      6.33e-03    3.87e-03      1.50e-01    1.26e-01    1.0e-03
   4598      4.00e+00    4.62e+00      2.84e-02    2.84e-02      1.27e-01    1.46e-01    1.0e-03
   4617      3.52e+00    3.99e+00      1.94e-02    1.87e-02      1.11e-01    1.26e-01    1.0e-03
   4636      3.97e+00    4.14e+00      2.90e-02    2.90e-02      1.26e-01    1.31e-01    1.0e-03
   4655      4.32e+00    4.30e+00      2.18e-02    2.09e-02      1.37e-01    1.36e-01    1.0e-03
   4674      3.78e+00    4.04e+00      3.91e-03    4.57e-03      1.19e-01    1.28e-01    1.0e-03
   4693      3.83e+00    4.18e+00      4.83e-03    5.77e-03      1.21e-01    1.32e-01    1.0e-03
   4712      4.01e+00    4.14e+00      1.60e-02    1.44e-02      1.27e-01    1.31e-01    1.0e-03
   4731      4.92e+00    4.38e+00      2.02e-02    1.93e-02      1.56e-01    1.39e-01    1.0e-03
   4750      3.81e+00    3.94e+00      2.25e-02    2.41e-02      1.20e-01    1.24e-01    1.0e-03
   4769      3.77e+00    4.12e+00      1.79e-03    1.57e-03      1.19e-01    1.30e-01    1.0e-03
   4788      4.29e+00    4.45e+00      4.93e-03    4.16e-03      1.36e-01    1.41e-01    1.0e-03
   4807      4.13e+00    4.07e+00      1.31e-02    1.36e-02      1.30e-01    1.29e-01    1.0e-03
   4826      3.63e+00    4.15e+00      4.75e-02    4.74e-02      1.15e-01    1.31e-01    1.0e-03
   4845      3.56e+00    4.12e+00      1.91e-02    1.98e-02      1.12e-01    1.30e-01    1.0e-03
   4864      3.60e+00    4.06e+00      3.11e-02    3.05e-02      1.14e-01    1.28e-01    1.0e-03
   4883      3.57e+00    4.08e+00      5.87e-03    6.06e-03      1.13e-01    1.29e-01    1.0e-03
